text,amount,date,merchant,category,is_subscription,source
VK Play Развлечения 62733,62733,2025-03-05,VK Play,Развлечения,0,manual
Потратил 127436 рублей в Fitmost на спорт,127436,2024-03-01,Fitmost,Спорт,0,voice
Потратил 95943 рублей в РЖД на транспорт,95943,2024-09-10,РЖД,Транспорт,0,voice
Покупка. Booking. 113210.00 RUB,113210,2025-04-23,Booking,Путешествия,0,csv
Потратил 38451 рублей в Aviasales на путешествия,38451,2024-06-04,Aviasales,Путешествия,0,voice
KFC Фастфуд 42736,42736,2024-05-23,KFC,Фастфуд,0,manual
СПИСАНИЕ 9832.00 KION,9832,2024-08-13,KION,Кино и сериалы,1,csv
Покупка. М.Видео. 20259.00 RUB,20259,2024-07-01,М.Видео,Техника и электроника,0,csv
Потратил 22400 рублей в S7 Airlines на транспорт,22400,2024-02-16,S7 Airlines,Транспорт,0,voice
Сбер Налоги 132886,132886,2024-10-22,Сбер,Налоги,0,manual
Спортмастер Обувь 106399,106399,2024-07-02,Спортмастер,Обувь,0,manual
Ашан Супермаркеты 12715,12715,2024-01-27,Ашан,Супермаркеты,0,manual
Потратил 5513 рублей в Ralf Ringer на обувь,5513,2025-01-19,Ralf Ringer,Обувь,0,voice
Аэроэкспресс Транспорт 102247,102247,2024-01-31,Аэроэкспресс,Транспорт,0,manual
Потратил 25557 рублей в KFC на фастфуд,25557,2024-07-18,KFC,Фастфуд,0,voice
Аэроэкспресс Транспорт 96490,96490,2024-02-17,Аэроэкспресс,Транспорт,0,manual
Потратил 56569 рублей в Пятёрочка на продукты,56569,2024-07-16,Пятёрочка,Продукты,0,voice
Горздрав Здоровье и аптеки 123644,123644,2025-03-16,Горздрав,Здоровье и аптеки,0,manual
Покупка. IVI. 124512.00 RUB,124512,2024-11-25,IVI,Кино и сериалы,0,csv
Потратил 118284 рублей в СберПрайм на подписки,118284,2024-11-23,СберПрайм,Подписки,0,voice
Покупка. Прочий платеж. 143386.00 RUB,143386,2024-05-17,Прочий платеж,Прочее,0,csv
Русфонд Благотворительность 19588,19588,2025-03-19,Русфонд,Благотворительность,0,manual
Потратил 46281 рублей в Ozon на техника и электроника,46281,2024-02-24,Ozon,Техника и электроника,0,voice
Потратил 140547 рублей в Ситимобил на такси,140547,2024-03-22,Ситимобил,Такси,0,voice
Потратил 124458 рублей в Подорожник на общественный транспорт,124458,2024-03-09,Подорожник,Общественный транспорт,0,voice
Потратил 36578 рублей в Wildberries на одежда,36578,2024-11-01,Wildberries,Одежда,0,voice
Потратил 53941 рублей в ИП Иванов на зарплата,53941,2025-01-21,ИП Иванов,Зарплата,0,voice
Потратил 40480 рублей в Тинькофф Инвестиции на инвестиции,40480,2024-07-13,Тинькофф Инвестиции,Инвестиции,0,voice
РЖД Транспорт 6506,6506,2024-07-04,РЖД,Транспорт,0,manual
Глобус Супермаркеты 77335,77335,2024-10-12,Глобус,Супермаркеты,0,manual
Покупка. Тинькофф Инвестиции. 91913.00 RUB,91913,2024-03-22,Тинькофф Инвестиции,Инвестиции,0,csv
Потратил 85511 рублей в S7 Airlines на транспорт,85511,2024-05-24,S7 Airlines,Транспорт,0,voice
Русфонд Благотворительность 73075,73075,2024-09-10,Русфонд,Благотворительность,0,manual
Потратил 113426 рублей в Ozon на техника и электроника,113426,2024-11-04,Ozon,Техника и электроника,0,voice
Якитория Кафе и рестораны 92822,92822,2025-04-05,Якитория,Кафе и рестораны,0,manual
Потратил 100943 рублей в Aviasales на путешествия,100943,2024-06-22,Aviasales,Путешествия,0,voice
Покупка. IVI. 74010.00 RUB,74010,2024-03-22,IVI,Подписки,0,csv
Прочий платеж Прочее 41785,41785,2024-05-10,Прочий платеж,Прочее,0,manual
Ригла Здоровье и аптеки 100706,100706,2025-01-16,Ригла,Здоровье и аптеки,0,manual
РЖД Транспорт 126360,126360,2024-07-18,РЖД,Транспорт,0,manual
Потратил 115449 рублей в Кофемания на кафе и рестораны,115449,2024-10-28,Кофемания,Кафе и рестораны,0,voice
Перекрёсток Продукты 87955,87955,2025-04-26,Перекрёсток,Продукты,0,manual
Потратил 44797 рублей в Яндекс Go на такси,44797,2024-12-20,Яндекс Go,Такси,0,voice
Покупка. METRO. 111926.00 RUB,111926,2024-05-13,METRO,Супермаркеты,0,csv
Потратил 117987 рублей в Аэроэкспресс на транспорт,117987,2024-09-29,Аэроэкспресс,Транспорт,0,voice
Потратил 60188 рублей в Глобус на супермаркеты,60188,2024-09-03,Глобус,Супермаркеты,0,voice
Потратил 49606 рублей в Кофемания на кафе и рестораны,49606,2024-05-28,Кофемания,Кафе и рестораны,0,voice
Потратил 18162 рублей в Сбер на налоги,18162,2024-02-25,Сбер,Налоги,0,voice
Потратил 91270 рублей в Аптека 36.6 на здоровье и аптеки,91270,2024-07-13,Аптека 36.6,Здоровье и аптеки,0,voice
Покупка. Wildberries. 97179.00 RUB,97179,2024-04-04,Wildberries,Одежда,0,csv
Покупка. Шоколадница. 83398.00 RUB,83398,2024-05-23,Шоколадница,Кафе и рестораны,0,csv
Потратил 1316 рублей в Подари жизнь на благотворительность,1316,2024-02-17,Подари жизнь,Благотворительность,0,voice
Покупка. Спортмастер. 68499.00 RUB,68499,2024-04-19,Спортмастер,Обувь,0,csv
Покупка. Сервис оплаты. 15989.00 RUB,15989,2024-12-26,Сервис оплаты,Прочее,0,csv
СПИСАНИЕ 620.00 МЕГАФОН,620,2025-02-15,МегаФон,Интернет и связь,1,csv
Билайн подписка 700,700,2025-01-18,Билайн,Интернет и связь,1,manual
Ralf Ringer Обувь 58876,58876,2024-08-06,Ralf Ringer,Обувь,0,manual
Потратил 147332 рублей в VK Play на развлечения,147332,2024-08-17,VK Play,Развлечения,0,voice
ECCO Обувь 148201,148201,2025-01-30,ECCO,Обувь,0,manual
Потратил 34911 рублей в Сбер на налоги,34911,2024-06-27,Сбер,Налоги,0,voice
Потратил 15208 рублей в Сбер Инвестор на инвестиции,15208,2025-01-09,Сбер Инвестор,Инвестиции,0,voice
Потратил 100868 рублей в Сбер на налоги,100868,2024-09-28,Сбер,Налоги,0,voice
Uber Russia Такси 105847,105847,2024-09-20,Uber Russia,Такси,0,manual
PlayStation Store Развлечения 138461,138461,2024-06-16,PlayStation Store,Развлечения,0,manual
Глобус Супермаркеты 113062,113062,2025-04-09,Глобус,Супермаркеты,0,manual
Потратил 83264 рублей в Русфонд на благотворительность,83264,2024-04-29,Русфонд,Благотворительность,0,voice
Ашан Супермаркеты 138970,138970,2024-01-03,Ашан,Супермаркеты,0,manual
Skillbox Образование 137004,137004,2024-12-11,Skillbox,Образование,0,manual
Сбер Налоги 28442,28442,2024-02-25,Сбер,Налоги,0,manual
Покупка. Aviasales. 41664.00 RUB,41664,2025-02-15,Aviasales,Путешествия,0,csv
Okko подписка 147554,147554,2024-11-11,Okko,Кино и сериалы,1,manual
World Class Спорт 88183,88183,2024-03-28,World Class,Спорт,0,manual
Потратил 5364 рублей в Подорожник на общественный транспорт,5364,2025-03-25,Подорожник,Общественный транспорт,0,voice
Покупка. Магнит. 96558.00 RUB,96558,2025-03-20,Магнит,Продукты,0,csv
Booking Путешествия 49997,49997,2024-06-11,Booking,Путешествия,0,manual
Кофемания Кафе и рестораны 118642,118642,2024-01-29,Кофемания,Кафе и рестораны,0,manual
Потратил 10944 рублей в Спортмастер на обувь,10944,2024-10-15,Спортмастер,Обувь,0,voice
Заказчик Upwork Фриланс 20053,20053,2024-04-23,Заказчик Upwork,Фриланс,0,manual
Потратил 17115 рублей в ИП Иванов на зарплата,17115,2024-05-27,ИП Иванов,Зарплата,0,voice
Потратил 28453 рублей в Okko на кино и сериалы,28453,2024-11-14,Okko,Кино и сериалы,0,voice
СПИСАНИЕ 2400.00 МОСЭНЕРГОСБЫТ,2400,2024-12-02,Мосэнергосбыт,Коммунальные услуги,1,csv
СПИСАНИЕ 399.00 IVI,399,2024-08-06,IVI,Кино и сериалы,1,csv
ЖКХ Сервис Коммунальные услуги 101658,101658,2024-10-17,ЖКХ Сервис,Коммунальные услуги,0,manual
Потратил 137494 рублей в ФНС на налоги,137494,2025-04-01,ФНС,Налоги,0,voice
Потратил 18621 рублей в X-Fit на спорт,18621,2024-02-16,X-Fit,Спорт,0,voice
Потратил 8926 рублей в Золотое Яблоко на красота и уход,8926,2025-01-19,Золотое Яблоко,Красота и уход,0,voice
Wildberries Plus подписка 199,199,2024-08-23,Wildberries Plus,Подписки,1,manual
Вкусно и точка Фастфуд 120340,120340,2024-10-29,Вкусно и точка,Фастфуд,0,manual
